	affy_hg_u133_plus_2	ensembl_gene_id	gene_biotype	external_gene_name
7189	1560724_at	ENSG00000143337	protein_coding	TOR1AIP1
8890	1560725_at	ENSG00000244040	lncRNA	IL12A-AS1
7653	1560727_at	ENSG00000187105	protein_coding	HEATR4
5413	1560734_at	ENSG00000274792	protein_coding	AC171558.1
7839	1560734_at	ENSG00000280709	protein_coding	LINC02203
7901	1560734_at	ENSG00000285472	protein_coding	AC134980.3
7904	1560734_at	ENSG00000183706	protein_coding	OR4N4
8504	1560734_at	ENSG00000280555	lncRNA	LINC02203
5414	1560735_s_at	ENSG00000274792	protein_coding	AC171558.1
7836	1560735_s_at	ENSG00000279408	protein_coding	AC135068.3
7840	1560735_s_at	ENSG00000280709	protein_coding	LINC02203
7902	1560735_s_at	ENSG00000285472	protein_coding	AC134980.3
7905	1560735_s_at	ENSG00000183706	protein_coding	OR4N4
8501	1560735_s_at	ENSG00000278178	protein_coding	AC171558.5
8505	1560735_s_at	ENSG00000280555	lncRNA	LINC02203
9234	1560735_s_at	ENSG00000288501	protein_coding	OR4N4
9235	1560735_s_at	ENSG00000288193	protein_coding	AC256234.1
8595	1560738_at	ENSG00000009335	protein_coding	UBE3C
8596	1560739_a_at	ENSG00000009335	protein_coding	UBE3C
8029	1560746_at	ENSG00000235927	lncRNA	NEXN-AS1
8940	1560748_at	ENSG00000228322	lncRNA	AL162419.1
7721	1560750_at	ENSG00000204460	lncRNA	LINC01854
8622	1560751_at	ENSG00000260372	lncRNA	AQP4-AS1
6506	1560752_at	ENSG00000119402	protein_coding	FBXW2
7396	1560753_at	ENSG00000264990	lncRNA	AC005549.1
8267	1560755_at	ENSG00000213551	protein_coding	DNAJC9
7474	1560756_at	ENSG00000232098	lncRNA	AC012313.1
5679	1560757_at	ENSG00000184428	protein_coding	TOP1MT
6071	1560760_s_at	ENSG00000162620	protein_coding	LRRIQ3
6986	1560760_s_at	ENSG00000224308	lncRNA	LINC01527
7932	1560762_at	ENSG00000242258	lncRNA	LINC00996
6206	1560767_at	ENSG00000227974	transcribed_unprocessed_pseudogene	HCG22
6234	1560767_at	ENSG00000229501	transcribed_processed_pseudogene	CR753812.1
6562	1560767_at	ENSG00000237093	transcribed_unprocessed_pseudogene	HCG22
6650	1560767_at	ENSG00000225629	transcribed_unprocessed_pseudogene	CR759772.1
7024	1560767_at	ENSG00000237894	transcribed_unprocessed_pseudogene	BX927139.2
7414	1560767_at	ENSG00000238234	transcribed_unprocessed_pseudogene	AL663093.2
8294	1560767_at	ENSG00000228789	lncRNA	HCG22
8484	1560767_at	ENSG00000228147	lncRNA	CR759964.1
6823	1560770_at	ENSG00000070756	protein_coding	PABPC1
6876	1560771_at	ENSG00000260988	lncRNA	AC090260.2
6877	1560772_a_at	ENSG00000260988	lncRNA	AC090260.2
8126	1560773_at	ENSG00000170579	protein_coding	DLGAP1
5693	1560775_at	ENSG00000279103	TEC	AC138470.1
6059	1560779_a_at	ENSG00000198453	protein_coding	ZNF568
7820	1560781_at	ENSG00000179532	protein_coding	DNHD1
8218	1560782_at	ENSG00000256542	lncRNA	AC148477.2
8222	1560782_at	ENSG00000277011	lncRNA	AC148477.4
9227	1560782_at	ENSG00000288510	lncRNA	AC148477.19
9229	1560782_at	ENSG00000288384	lncRNA	AC148477.16
8217	1560784_x_at	ENSG00000256542	lncRNA	AC148477.2
8221	1560784_x_at	ENSG00000277011	lncRNA	AC148477.4
9226	1560784_x_at	ENSG00000288510	lncRNA	AC148477.19
9228	1560784_x_at	ENSG00000288384	lncRNA	AC148477.16
7093	1560785_at	ENSG00000143479	protein_coding	DYRK3
8891	1560788_at	ENSG00000071909	protein_coding	MYO3B
6149	1560790_at	ENSG00000174450	protein_coding	GOLGA6L2
9236	1560790_at	ENSG00000288517	protein_coding	GOLGA6L2
6089	1560791_at	ENSG00000245928	lncRNA	AC112719.2
7567	1560792_at	ENSG00000162783	protein_coding	IER5
6363	1560794_at	ENSG00000226337	lncRNA	TMEM252-DT
7005	1560797_s_at	ENSG00000224216	lncRNA	AC234781.1
7008	1560797_s_at	ENSG00000224533	lncRNA	TMLHE-AS1
6780	1560803_at	ENSG00000158486	protein_coding	DNAH3
6336	1560806_at	ENSG00000184761	transcribed_unprocessed_pseudogene	PRSS40B
6338	1560806_at	ENSG00000183292	transcribed_unprocessed_pseudogene	PRSS40A
7002	1560810_at	ENSG00000256699	lncRNA	TMEM132D-AS2
7313	1560812_at	ENSG00000261095	lncRNA	AC136285.1
7435	1560814_a_at	ENSG00000128891	protein_coding	CCDC32
9142	1560818_at	ENSG00000256128	lncRNA	LINC00944
9143	1560819_a_at	ENSG00000256128	lncRNA	LINC00944
6944	1560821_at	ENSG00000128805	protein_coding	ARHGAP22
8405	1560823_at	ENSG00000234111	lncRNA	LINC02433
6709	1560826_at	ENSG00000246430	lncRNA	LINC00968
7963	1560827_at	ENSG00000245975	lncRNA	AC090515.3
6988	1560830_a_at	ENSG00000262874	protein_coding	C19orf84
8885	1560832_at	ENSG00000265843	lncRNA	LINC01029
8515	1560833_at	ENSG00000229311	lncRNA	BX088651.2
8710	1560833_at	ENSG00000233651	lncRNA	AL590399.5
8712	1560833_at	ENSG00000232827	lncRNA	LINC01189
5455	1560834_a_at	ENSG00000275971	misc_RNA	AC018659.4
7235	1560834_a_at	ENSG00000255794	lncRNA	RMST
8026	1560836_at	ENSG00000236306	lncRNA	LINC01241
7485	1560838_at	ENSG00000145975	protein_coding	FAM217A
7205	1560841_at	ENSG00000232648	lncRNA	AC107214.1
8264	1560842_a_at	ENSG00000224743	lncRNA	TEX26-AS1
6137	1560844_at	ENSG00000216621	transcribed_processed_pseudogene	AL583835.2
8332	1560846_at	ENSG00000277687	lncRNA	AL139407.1
8333	1560846_at	ENSG00000151893	protein_coding	CACUL1
8907	1560848_at	ENSG00000261268	lncRNA	AC112236.1
9064	1560850_at	ENSG00000235584	lncRNA	AC008268.1
8371	1560851_at	ENSG00000226808	lncRNA	LINC00840
6052	1560853_x_at	ENSG00000231205	transcribed_unprocessed_pseudogene	ZNF826P
8299	1560854_s_at	ENSG00000196247	protein_coding	ZNF107
6317	1560856_at	ENSG00000226272	lncRNA	ARHGAP26-AS1
6162	1560861_at	ENSG00000235300	lncRNA	AC090627.1
6102	1560862_at	ENSG00000230962	lncRNA	LINC01520
7723	1560863_a_at	ENSG00000261627	lncRNA	AP005205.1
8443	1560867_a_at	ENSG00000111859	protein_coding	NEDD9
7964	1560870_a_at	ENSG00000259868	lncRNA	AL163952.1
7789	1560872_at	ENSG00000260695	lncRNA	AC022164.1
8284	1560874_at	ENSG00000130038	protein_coding	CRACR2A
6491	1560877_a_at	ENSG00000264714	transcribed_processed_pseudogene	KIAA0895LP1
5948	1560878_at	ENSG00000204176	protein_coding	SYT15
6564	1560878_at	ENSG00000277758	protein_coding	FO681492.1
9224	1560878_at	ENSG00000288175	protein_coding	FO681492.2
5949	1560879_a_at	ENSG00000204176	protein_coding	SYT15
6565	1560879_a_at	ENSG00000277758	protein_coding	FO681492.1
9225	1560879_a_at	ENSG00000288175	protein_coding	FO681492.2
6841	1560881_a_at	ENSG00000232401	lncRNA	LINC00112
5921	1560884_at	ENSG00000124568	protein_coding	SLC17A1
5920	1560885_x_at	ENSG00000124568	protein_coding	SLC17A1
5672	1560890_at	ENSG00000249307	lncRNA	LINC01088
5671	1560891_a_at	ENSG00000249307	lncRNA	LINC01088
5583	1560895_at	ENSG00000223438	lncRNA	AC235097.1
6744	1560896_a_at	ENSG00000225518	lncRNA	LINC01703
7492	1560897_a_at	ENSG00000243489	protein_coding	KRTAP10-11
7409	1560899_at	ENSG00000152092	protein_coding	ASTN1
7410	1560900_a_at	ENSG00000152092	protein_coding	ASTN1
5407	1560901_at	ENSG00000206791	snRNA	RNU1-129P
9035	1560903_at	ENSG00000261462	lncRNA	AC004023.1
6441	1560910_at	ENSG00000135596	protein_coding	MICAL1
6643	1560911_at	ENSG00000250632	lncRNA	LINC02171
8176	1560912_at	ENSG00000223631	lncRNA	LINC01120
6774	1560913_at	ENSG00000243797	lncRNA	AC004917.1
6366	1560916_a_at	ENSG00000173852	protein_coding	DPY19L1
7046	1560916_a_at	ENSG00000231952	unprocessed_pseudogene	DPY19L1P2
8417	1560917_at	ENSG00000177646	protein_coding	ACAD9
5531	1560920_s_at	ENSG00000263816	miRNA	MIR548AW
7764	1560920_s_at	ENSG00000165702	protein_coding	GFI1B
8965	1560921_at	ENSG00000175787	protein_coding	ZNF169
8963	1560922_s_at	ENSG00000175787	protein_coding	ZNF169
8793	1560928_at	ENSG00000279277	lncRNA	AC012020.1
6996	1560932_at	ENSG00000229951	lncRNA	AC104695.2
6824	1560934_at	ENSG00000274895	lncRNA	AC011700.1
6825	1560935_s_at	ENSG00000274895	lncRNA	AC011700.1
6642	1560937_at	ENSG00000225213	lncRNA	AC073367.1
7122	1560939_at	ENSG00000224729	lncRNA	PCOLCE-AS1
8164	1560940_at	ENSG00000229558	lncRNA	SACS-AS1
8165	1560941_a_at	ENSG00000229558	lncRNA	SACS-AS1
6609	1560942_at	ENSG00000284642	lncRNA	AL139424.2
6721	1560942_at	ENSG00000142657	protein_coding	PGD
6610	1560943_s_at	ENSG00000284642	lncRNA	AL139424.2
6722	1560943_s_at	ENSG00000142657	protein_coding	PGD
7213	1560944_at	ENSG00000236253	transcribed_processed_pseudogene	SLC25A3P1
7218	1560944_at	ENSG00000288527	processed_pseudogene	AL365445.1
7744	1560946_at	ENSG00000279070	lncRNA	AC073263.2
8671	1560950_at	ENSG00000181211	lncRNA	HECW1-IT1
6355	1560954_at	ENSG00000260433	lncRNA	LINC01917
5495	1560957_at	ENSG00000278791	miRNA	AC114498.2
5851	1560957_at	ENSG00000230021	transcribed_processed_pseudogene	AL669831.3
6161	1560957_at	ENSG00000234116	lncRNA	AL606534.3
6445	1560957_at	ENSG00000234986	lncRNA	AL731661.1
6691	1560957_at	ENSG00000280891	lncRNA	AL606534.6
5597	1560958_s_at	ENSG00000223786	lncRNA	AL357507.1
6169	1560959_a_at	ENSG00000260771	lncRNA	AL138918.1
6833	1560960_at	ENSG00000112139	protein_coding	MDGA1
8091	1560963_a_at	ENSG00000272097	lncRNA	AL024498.1
5449	1560964_at	ENSG00000280792	lncRNA	AC093802.3
6553	1560964_at	ENSG00000259889	lncRNA	AC093802.2
9137	1560974_s_at	ENSG00000089250	protein_coding	NOS1
8892	1560977_a_at	ENSG00000099968	protein_coding	BCL2L13
7056	1560978_at	ENSG00000261000	lncRNA	AC244034.2
8678	1560979_a_at	ENSG00000260640	lncRNA	AP003115.1
7276	1560980_a_at	ENSG00000279772	TEC	AC026422.1
8616	1560981_a_at	ENSG00000186951	protein_coding	PPARA
7622	1560982_at	ENSG00000261474	lncRNA	AC026471.4
7641	1560982_at	ENSG00000260267	lncRNA	AC026471.1
8025	1560986_a_at	ENSG00000115504	protein_coding	EHBP1
6233	1560988_a_at	ENSG00000260131	lncRNA	LINC00556
7535	1560994_x_at	ENSG00000266865	transcribed_unprocessed_pseudogene	AC138207.8
9076	1560995_s_at	ENSG00000280167	TEC	AP000943.3
5581	1560996_at	ENSG00000182195	protein_coding	LDOC1
7089	1561003_at	ENSG00000259914	lncRNA	AC009063.1
5828	1561004_at	ENSG00000237943	lncRNA	PRKCQ-AS1
5852	1561009_at	ENSG00000069535	protein_coding	MAOB
8816	1561015_at	ENSG00000109787	protein_coding	KLF3
6165	1561019_at	ENSG00000069966	protein_coding	GNB5
7273	1561021_at	ENSG00000261502	lncRNA	AC040174.1
7329	1561029_at	ENSG00000233997	lncRNA	LINC01425
8912	1561030_at	ENSG00000261357	lncRNA	AC099518.2
5662	1561033_at	ENSG00000226803	lncRNA	ZNF451-AS1
6905	1561034_at	ENSG00000224149	lncRNA	AC099786.2
6907	1561034_at	ENSG00000224127	lncRNA	AC099786.1
6623	1561035_at	ENSG00000259540	lncRNA	AC027020.1
6746	1561036_at	ENSG00000225518	lncRNA	LINC01703
6745	1561037_a_at	ENSG00000225518	lncRNA	LINC01703
7687	1561038_at	ENSG00000197779	protein_coding	ZNF81
7686	1561039_a_at	ENSG00000197779	protein_coding	ZNF81
5696	1561041_at	ENSG00000078687	protein_coding	TNRC6C
6913	1561042_at	ENSG00000123908	protein_coding	AGO2
7568	1561044_at	ENSG00000237292	lncRNA	LINC01732
7569	1561045_a_at	ENSG00000237292	lncRNA	LINC01732
8175	1561050_a_at	ENSG00000255270	lncRNA	NAV2-IT1
8878	1561052_s_at	ENSG00000254129	lncRNA	AC108449.1
8804	1561054_a_at	ENSG00000175455	protein_coding	CCDC14
9095	1561055_at	ENSG00000261325	lncRNA	LINC02192
8115	1561059_a_at	ENSG00000224074	lncRNA	LINC00691
8189	1561060_at	ENSG00000203643	lncRNA	AC012456.1
8239	1561061_at	ENSG00000245729	lncRNA	LINC02226
7227	1561062_a_at	ENSG00000259530	lncRNA	AC104574.1
8007	1561064_a_at	ENSG00000233521	lncRNA	LINC01638
7749	1561069_at	ENSG00000229775	lncRNA	LINC02624
8113	1561075_at	ENSG00000285856	lncRNA	AL353704.1
8273	1561076_at	ENSG00000233577	lncRNA	AL022332.1
8409	1561078_at	ENSG00000260564	lncRNA	AL161912.2
7801	1561080_at	ENSG00000198431	protein_coding	TXNRD1
6334	1561083_at	ENSG00000260913	lncRNA	LINC01254
5925	1561084_at	ENSG00000250406	lncRNA	AC109811.1
6224	1561085_at	ENSG00000236366	lncRNA	AL359313.1
8726	1561086_at	ENSG00000230393	lncRNA	AC092667.1
6778	1561087_at	ENSG00000260423	lncRNA	LINC02367
6095	1561088_at	ENSG00000112319	protein_coding	EYA4
8408	1561089_at	ENSG00000271998	lncRNA	AC034229.3
8410	1561089_at	ENSG00000260515	lncRNA	AC034229.2
6607	1561090_at	ENSG00000266952	lncRNA	LINC01538
8050	1561091_at	ENSG00000228308	lncRNA	LINC01209
7424	1561092_at	ENSG00000104731	protein_coding	KLHDC4
8547	1561093_at	ENSG00000196600	protein_coding	SLC22A25
8548	1561094_a_at	ENSG00000196600	protein_coding	SLC22A25
8233	1561096_at	ENSG00000249464	lncRNA	LINC01091
8118	1561098_at	ENSG00000248307	lncRNA	LINC00616
5887	1561099_at	ENSG00000280080	lncRNA	TBC1D22A-AS1
5674	1561101_at	ENSG00000280780	lncRNA	JAKMIP2-AS1
6827	1561102_at	ENSG00000253871	lncRNA	AC068075.1
6034	1561103_at	ENSG00000229913	lncRNA	AL360295.1
6969	1561104_at	ENSG00000225730	lncRNA	ADGRF5-AS1
8051	1561105_at	ENSG00000285051	lncRNA	SLC7A14-AS1
5638	1561106_at	ENSG00000231028	lncRNA	LINC00271
7794	1561107_at	ENSG00000279818	TEC	AP002991.1
8351	1561110_at	ENSG00000246982	lncRNA	Z84485.1
6773	1561113_at	ENSG00000261242	lncRNA	AL136038.5
5518	1561114_a_at	ENSG00000206790	misc_RNA	AC026110.1
8953	1561114_a_at	ENSG00000166153	protein_coding	DEPDC4
5789	1561122_a_at	ENSG00000182185	protein_coding	RAD51B
8641	1561127_at	ENSG00000205696	lncRNA	ADARB2-AS1
8295	1561134_at	ENSG00000228789	lncRNA	HCG22
6092	1561139_at	ENSG00000173163	protein_coding	COMMD1
8621	1561140_at	ENSG00000287826	lncRNA	AC090994.1
6198	1561141_at	ENSG00000261039	lncRNA	LINC02544
8781	1561144_at	ENSG00000010292	protein_coding	NCAPD2
8291	1561146_at	ENSG00000280376	TEC	AC012186.3
8292	1561146_at	ENSG00000069329	protein_coding	VPS35
5944	1561152_a_at	ENSG00000091732	protein_coding	ZC3HC1
7675	1561155_at	ENSG00000166762	protein_coding	CATSPER2
7696	1561155_at	ENSG00000275601	lncRNA	AC011330.2
5960	1561165_a_at	ENSG00000184276	protein_coding	DEFB108B
8044	1561165_a_at	ENSG00000215371	unprocessed_pseudogene	DEFB108C
8078	1561165_a_at	ENSG00000276378	unprocessed_pseudogene	DEFB108C
8274	1561165_a_at	ENSG00000229907	unprocessed_pseudogene	DEFB108A
8818	1561165_a_at	ENSG00000188438	unprocessed_pseudogene	DEFB108F
9211	1561165_a_at	ENSG00000284958	protein_coding	AC270258.1
6794	1561170_at	ENSG00000274404	protein_coding	GOLGA6L22
6883	1561170_at	ENSG00000277322	protein_coding	GOLGA6L6
7650	1561170_at	ENSG00000227717	unprocessed_pseudogene	AC138749.1
7990	1561170_at	ENSG00000277865	protein_coding	GOLGA6L22
8636	1561170_at	ENSG00000273976	protein_coding	GOLGA6L1
8733	1561170_at	ENSG00000273756	transcribed_unprocessed_pseudogene	AC100756.3
8836	1561170_at	ENSG00000237850	transcribed_unprocessed_pseudogene	AC091304.1
6793	1561171_a_at	ENSG00000274404	protein_coding	GOLGA6L22
6882	1561171_a_at	ENSG00000277322	protein_coding	GOLGA6L6
7649	1561171_a_at	ENSG00000227717	unprocessed_pseudogene	AC138749.1
7989	1561171_a_at	ENSG00000277865	protein_coding	GOLGA6L22
8635	1561171_a_at	ENSG00000273976	protein_coding	GOLGA6L1
8732	1561171_a_at	ENSG00000273756	transcribed_unprocessed_pseudogene	AC100756.3
8835	1561171_a_at	ENSG00000237850	transcribed_unprocessed_pseudogene	AC091304.1
8186	1561179_s_at	ENSG00000174945	protein_coding	AMZ1
6012	1561180_at	ENSG00000120256	protein_coding	LRP11
8724	1561185_at	ENSG00000228890	lncRNA	TTTY21
6593	1561197_at	ENSG00000259848	transcribed_unprocessed_pseudogene	AC097374.1
8028	1561198_at	ENSG00000179240	protein_coding	GVQW3
8983	1561200_at	ENSG00000168658	protein_coding	VWA3B
7207	1561204_at	ENSG00000286434	lncRNA	AC007656.4
7208	1561204_at	ENSG00000279190	TEC	AC007656.3
8496	1561207_at	ENSG00000267702	lncRNA	AP005131.6
8619	1561210_at	ENSG00000249584	lncRNA	LINC02225
8784	1561211_at	ENSG00000226252	lncRNA	AL135960.1
7778	1561212_at	ENSG00000234864	lncRNA	LINC02632
6062	1561213_at	ENSG00000233973	lncRNA	LINC01360
6937	1561215_at	ENSG00000260742	lncRNA	AC009962.1
5877	1561222_at	ENSG00000258169	lncRNA	LINC00485
6733	1561223_at	ENSG00000260759	lncRNA	AP001120.1
8009	1561224_at	ENSG00000261623	lncRNA	LINC02179
8823	1561225_at	ENSG00000243349	lncRNA	AL358394.2
7219	1561226_at	ENSG00000173578	protein_coding	XCR1
7850	1561228_at	ENSG00000248872	lncRNA	LINC02431
7752	1561229_at	ENSG00000272046	lncRNA	AL445647.1
8037	1561230_at	ENSG00000267784	lncRNA	AC010680.1
8591	1561232_at	ENSG00000249375	lncRNA	CASC11
6341	1561233_at	ENSG00000245651	lncRNA	AC083805.1
9009	1561237_at	ENSG00000273523	lncRNA	AL139082.1
6955	1561239_at	ENSG00000280059	TEC	AC093831.2
5607	1561240_at	ENSG00000103876	protein_coding	FAH
5580	1561242_at	ENSG00000203930	lncRNA	LINC00632
6853	1561243_at	ENSG00000185332	lncRNA	AC027601.1
7578	1561244_at	ENSG00000260786	lncRNA	AC108099.1
7730	1561245_at	ENSG00000253894	lncRNA	AC011124.2
7532	1561247_at	ENSG00000259724	lncRNA	LINC01581
5568	1561249_a_at	ENSG00000246877	lncRNA	DNM1P35
6437	1561251_at	ENSG00000248118	lncRNA	LINC01019
7800	1561252_at	ENSG00000281296	lncRNA	AC246793.2
7897	1561252_at	ENSG00000220891	lncRNA	AC246793.1
7895	1561253_at	ENSG00000255970	lncRNA	LINC02421
6785	1561254_at	ENSG00000228742	lncRNA	LINC02577
7570	1561255_at	ENSG00000238158	lncRNA	AL391422.3
6616	1561256_at	ENSG00000253510	lncRNA	AC004944.1
5740	1561257_at	ENSG00000275427	lncRNA	AF067845.2
7892	1561257_at	ENSG00000282734	lncRNA	AF067845.6
6343	1561261_at	ENSG00000260066	lncRNA	AC112176.1
6296	1561262_at	ENSG00000231422	lncRNA	LINC01516
6298	1561262_at	ENSG00000285859	lncRNA	AL512598.2
8807	1561266_at	ENSG00000244675	lncRNA	AC108676.1
6218	1561269_at	ENSG00000136237	protein_coding	RAPGEF5
6085	1561270_at	ENSG00000197013	protein_coding	ZNF429
7542	1561271_at	ENSG00000170160	protein_coding	CCDC144A
8810	1561271_at	ENSG00000154898	transcribed_processed_pseudogene	CCDC144CP
6717	1561273_at	ENSG00000251151	lncRNA	HOXC-AS3
8341	1561274_at	ENSG00000100058	transcribed_unprocessed_pseudogene	CRYBB2P1
8329	1561277_at	ENSG00000263547	lncRNA	AC011095.1
8523	1561278_at	ENSG00000261432	lncRNA	LINC01613
8056	1561279_at	ENSG00000260059	lncRNA	AC092620.2
7539	1561280_at	ENSG00000226235	lncRNA	LEMD1-AS1
7538	1561281_a_at	ENSG00000226235	lncRNA	LEMD1-AS1
6939	1561286_a_at	ENSG00000160305	protein_coding	DIP2A
8962	1561287_at	ENSG00000261206	lncRNA	LINC00561
8620	1561288_at	ENSG00000249917	lncRNA	LINC00536
5421	1561289_at	ENSG00000263967	miRNA	MIR4290
6528	1561289_at	ENSG00000227555	lncRNA	MIR4290HG
7773	1561290_at	ENSG00000226983	lncRNA	LINC01692
9098	1561292_at	ENSG00000261136	lncRNA	AC023908.3
9080	1561294_a_at	ENSG00000214043	lncRNA	LINC02347
7690	1561297_at	ENSG00000116874	protein_coding	WARS2
8301	1561298_at	ENSG00000236133	lncRNA	LINC01069
5804	1561300_at	ENSG00000228408	lncRNA	AL031056.1
8599	1561301_at	ENSG00000272610	lncRNA	MAGI1-IT1
5570	1561303_at	ENSG00000258779	lncRNA	LINC01568
8586	1561305_at	ENSG00000248210	lncRNA	LINC02355
6216	1561306_s_at	ENSG00000166763	unprocessed_pseudogene	STRCP1
7683	1561306_s_at	ENSG00000242866	protein_coding	STRC
9066	1561307_at	ENSG00000230010	lncRNA	AL049646.1
9065	1561309_x_at	ENSG00000230010	lncRNA	AL049646.1
8888	1561311_at	ENSG00000261781	lncRNA	LINC01654
6188	1561313_at	ENSG00000274933	protein_coding	TBC1D3I
7109	1561313_at	ENSG00000188755	transcribed_unprocessed_pseudogene	TBC1D3P2
5813	1561314_at	ENSG00000248115	lncRNA	AC023154.1
8588	1561316_at	ENSG00000166206	protein_coding	GABRB3
8711	1561318_at	ENSG00000261025	lncRNA	AL445471.2
8147	1561319_at	ENSG00000248550	lncRNA	OTX2-AS1
6699	1561320_at	ENSG00000279537	TEC	AC020658.7
7853	1561322_at	ENSG00000260995	lncRNA	AL512634.1
6696	1561323_at	ENSG00000250658	lncRNA	AC097652.1
6337	1561327_at	ENSG00000229214	lncRNA	LINC00242
7407	1561327_at	ENSG00000280868	lncRNA	LINC00242
7027	1561328_at	ENSG00000234474	lncRNA	MIR3663HG
7461	1561329_s_at	ENSG00000156990	protein_coding	RPUSD3
8908	1561330_at	ENSG00000175065	protein_coding	DSG4
7426	1561331_at	ENSG00000230426	lncRNA	ERVMER61-1
7247	1561332_at	ENSG00000187527	protein_coding	ATP13A5
8665	1561333_at	ENSG00000259998	lncRNA	AL133279.3
7181	1561334_at	ENSG00000272555	lncRNA	AC009974.1
9131	1561335_at	ENSG00000235407	lncRNA	CYMP-AS1
8769	1561336_at	ENSG00000163687	protein_coding	DNASE1L3
8411	1561339_at	ENSG00000260930	lncRNA	LINC01416
6246	1561340_at	ENSG00000234173	lncRNA	AL353784.1
8229	1561341_at	ENSG00000279099	TEC	AC090740.1
7070	1561345_at	ENSG00000229699	lncRNA	AL161636.1
6163	1561346_at	ENSG00000264451	lncRNA	AC036222.3
6164	1561347_a_at	ENSG00000264451	lncRNA	AC036222.3
8979	1561348_at	ENSG00000250608	lncRNA	AC010210.1
6764	1561351_at	ENSG00000279326	TEC	AC004972.1
6267	1561352_at	ENSG00000229563	lncRNA	LINC01204
8079	1561353_at	ENSG00000258803	lncRNA	AL355103.1
8099	1561354_at	ENSG00000261035	lncRNA	AL139348.1
6118	1561355_at	ENSG00000254815	lncRNA	LMNTD2-AS1
8758	1561355_at	ENSG00000282005	lncRNA	LMNTD2-AS1
7605	1561360_at	ENSG00000237468	lncRNA	AL359547.1
5987	1561361_at	ENSG00000144792	protein_coding	ZNF660
9198	1561361_at	ENSG00000280661	protein_coding	ZNF660
7993	1561367_a_at	ENSG00000276476	lncRNA	AL136962.1
5857	1561369_at	ENSG00000243902	lncRNA	FP325335.1
6615	1561370_at	ENSG00000223522	lncRNA	AC093690.1
7750	1561371_at	ENSG00000254349	lncRNA	MIR2052HG
5677	1561373_at	ENSG00000281692	lncRNA	PACRG-AS1
8392	1561375_at	ENSG00000266456	lncRNA	AP001178.3
6591	1561378_at	ENSG00000179088	protein_coding	C12orf42
6639	1561383_at	ENSG00000235054	lncRNA	LINC01777
6640	1561384_a_at	ENSG00000235054	lncRNA	LINC01777
8469	1561386_at	ENSG00000183154	lncRNA	AC138356.1
5742	1561387_a_at	ENSG00000095110	protein_coding	NXPE1
6792	1561389_at	ENSG00000226101	lncRNA	LINC02097
9047	1561390_at	ENSG00000224989	lncRNA	FAM41AY1
9128	1561390_at	ENSG00000226362	lncRNA	FAM41AY2
9130	1561390_at	ENSG00000282909	transcribed_unprocessed_pseudogene	AC007241.2
8735	1561391_at	ENSG00000253302	lncRNA	STAU2-AS1
8774	1561394_s_at	ENSG00000149633	protein_coding	KIAA1755
